1
1000 100000
95 244 2
317 665 1
529 805 1
322 862 2
96 390 1
175 328 2
82 619 1
392 637 1
125 514 2
155 464 1
562 722 2
48 680 1
485 702 1
376 875 1
127 372 2
443 932 2
2 257 1
781 919 2
229 520 2
284 965 2
437 708 1
503 924 2
239 953 2
253 512 2
30 654 2
209 310 2
693 702 1
751 812 1
11 970 1
705 834 1
158 171 2
169 412 2
115 377 2
413 812 1
862 879 1
569 931 1
104 155 1
544 921 2
436 510 2
740 791 2
746 891 1
140 428 2
27 549 2
171 868 1
381 818 1
941 967 2
128 760 2
305 387 2
252 332 2
606 863 1
727 884 1
165 768 1
678 720 1
93 574 2
20 958 2
437 915 2
173 566 2
308 427 2
97 876 2
132 763 1
322 575 1
193 533 1
453 992 2
782 941 1
647 682 2
599 863 2
270 466 2
671 676 2
105 681 2
206 746 2
617 646 1
219 512 2
37 131 1
265 867 2
578 960 1
15 685 2
344 781 2
97 155 2
719 803 2
211 576 2
627 634 1
222 353 1
197 670 1
427 983 1
2 620 1
54 960 2
715 717 2
15 186 1
3 474 2
374 886 2
181 963 2
400 533 2
356 743 2
48 291 1
184 459 2
292 885 2
20 213 2
471 700 1
440 706 2
78 152 2
730 977 2
10 276 1
512 855 1
589 620 2
178 438 1
131 275 1
632 936 1
184 396 1
78 600 1
140 696 1
500 966 2
453 600 1
315 411 1
702 759 1
378 596 2
197 489 2
463 901 1
358 925 2
680 984 2
407 985 1
191 311 2
585 811 2
356 697 2
148 443 1
443 555 1
218 553 1
52 687 1
177 574 1
493 750 2
49 429 1
521 734 1
140 470 1
138 400 1
392 790 1
775 901 1
257 790 2
471 591 2
76 646 1
585 794 1
98 331 1
686 916 1
259 510 1
370 529 1
206 567 2
140 852 1
20 120 1
644 769 1
384 561 2
488 676 2
49 90 2
171 175 2
78 440 2
260 399 2
481 876 1
707 773 1
468 962 1
595 775 2
125 464 2
98 582 1
760 944 1
791 910 2
523 967 2
298 934 2
624 903 1
579 910 2
339 699 2
27 950 2
113 777 1
544 900 2
134 340 1
448 943 1
272 832 2
545 984 2
912 979 1
76 707 1
219 501 2
75 747 2
158 689 1
51 99 2
3 40 2
200 212 1
443 773 1
9 829 2
244 727 2
467 534 2
379 863 2
90 453 2
428 778 2
511 675 1
582 628 2
212 914 1
136 207 1
27 750 2
536 839 2
60 603 2
97 365 2
404 856 1
612 887 2
179 797 1
629 916 2
14 889 2
172 556 1
554 704 2
638 892 2
10 899 2
543 931 1
88 277 2
109 650 1
167 755 1
621 991 1
180 488 2
57 527 1
104 644 1
255 388 2
661 690 2
409 703 1
135 229 1
323 919 1
762 899 2
238 533 2
450 718 1
173 963 1
330 983 1
186 797 2
267 522 1
9 208 2
536 747 1
859 960 1
444 672 2
272 368 2
393 966 2
812 920 2
643 686 1
345 401 1
607 705 2
164 452 1
819 980 2
415 686 1
600 771 1
472 729 1
705 763 2
647 825 2
335 965 2
921 948 2
235 806 2
224 297 1
172 773 2
630 918 2
321 892 1
59 929 1
162 408 2
95 359 2
537 738 2
466 591 1
255 761 2
159 727 2
377 717 2
227 479 1
205 763 1
850 989 1
15 161 1
202 927 2
78 366 2
681 748 2
178 614 1
506 857 2
426 505 2
554 954 1
141 249 2
287 664 2
283 506 1
712 812 2
442 492 2
940 969 1
298 309 2
91 508 2
640 890 1
26 539 1
756 769 2
20 177 1
697 840 2
35 534 2
535 867 1
153 221 2
477 818 2
108 944 1
105 638 2
314 546 2
38 367 1
192 318 1
4 912 1
687 876 1
104 823 2
555 833 1
93 492 2
330 356 1
461 716 2
36 391 2
328 833 1
182 415 1
49 132 1
330 933 1
135 646 2
559 574 1
302 819 1
554 680 1
174 889 2
487 889 1
662 819 2
414 894 2
98 99 1
221 295 2
596 681 2
426 439 2
160 734 1
108 686 1
295 868 1
530 620 2
69 904 1
554 903 2
357 377 1
367 726 1
447 949 1
467 468 1
204 240 1
586 921 2
691 814 1
215 358 1
469 989 2
329 705 2
14 533 2
500 582 1
5 70 1
125 546 1
192 455 2
375 394 1
372 911 1
645 907 2
625 802 1
551 957 1
221 751 1
275 540 1
501 765 1
281 702 2
647 784 1
339 682 1
471 840 1
368 488 1
38 787 1
169 663 1
257 988 2
213 678 2
675 745 1
663 745 2
139 754 1
116 746 1
344 737 2
220 467 1
128 420 2
505 544 2
290 311 2
610 652 2
142 694 1
187 399 1
326 665 1
273 499 1
224 884 1
699 834 2
298 970 1
514 685 2
393 414 2
665 878 2
251 595 1
252 821 2
68 748 2
118 260 1
707 979 1
380 444 1
702 712 2
172 623 2
230 574 1
298 559 1
607 870 1
199 347 1
158 965 2
654 691 2
699 859 2
720 888 2
665 934 2
523 776 1
174 735 2
38 441 1
818 831 2
222 746 1
380 535 2
81 896 2
361 600 1
257 499 1
561 703 1
624 957 1
70 308 2
496 969 1
629 995 2
133 424 1
452 524 2
513 862 2
241 732 2
83 263 2
113 618 1
343 771 2
517 714 2
171 341 2
337 512 2
721 974 1
66 601 2
314 408 1
658 926 1
16 580 2
602 773 2
405 943 2
397 430 1
208 859 1
300 910 1
65 89 1
538 897 1
1 591 1
526 776 2
111 294 2
513 781 1
343 582 1
630 835 2
585 894 1
121 796 1
70 466 1
443 727 1
88 384 2
174 729 2
21 843 1
286 321 1
445 638 1
266 402 2
607 646 1
688 785 2
457 643 2
487 552 1
61 231 2
234 732 1
158 452 2
720 819 2
148 187 2
579 798 2
510 810 1
526 961 2
12 70 1
32 609 1
68 909 1
242 398 2
31 512 1
157 285 1
79 174 1
735 894 2
49 86 2
473 987 1
157 929 1
27 763 2
263 457 2
475 866 2
881 925 2
193 646 2
470 617 2
540 839 1
802 813 2
268 460 2
817 833 1
558 897 2
38 575 2
416 765 1
221 688 1
601 929 1
8 53 1
384 818 1
185 227 2
10 654 2
336 591 2
351 989 1
775 803 2
468 592 2
571 621 2
560 759 1
70 362 1
545 621 1
631 712 1
863 980 2
28 826 2
441 465 1
239 274 1
50 347 1
329 638 2
211 462 2
604 721 2
497 974 2
378 511 1
675 683 2
36 331 2
270 547 2
617 770 1
36 808 2
55 434 1
252 646 1
370 622 2
31 951 2
637 688 1
172 191 2
182 927 1
49 360 2
221 333 1
104 174 2
232 937 1
240 501 2
276 373 2
839 908 2
163 642 2
442 961 1
13 14 1
504 884 2
106 576 2
378 395 2
139 661 2
382 697 2
1 213 1
284 831 2
864 953 2
46 976 1
223 833 2
733 995 2
60 304 1
605 712 2
96 949 2
22 392 2
185 995 1
721 860 1
144 423 1
86 306 1
380 466 2
498 818 1
574 756 2
654 807 1
354 526 2
177 318 1
744 809 2
203 715 2
567 949 2
142 565 1
869 900 1
366 916 1
99 617 2
159 702 1
373 840 1
156 309 1
55 486 1
231 618 2
219 928 1
928 982 1
240 658 2
263 433 1
439 499 1
251 262 1
313 684 1
153 407 1
49 362 2
323 401 2
912 965 1
267 688 1
862 979 2
30 978 2
419 545 2
198 811 1
748 931 2
651 753 2
78 437 2
109 209 1
694 762 1
351 693 2
187 751 2
112 346 1
513 913 1
402 499 1
589 964 1
67 476 1
515 883 2
402 671 1
55 990 2
269 744 2
20 140 2
347 623 1
675 796 2
165 839 2
345 842 1
372 959 1
412 741 1
460 773 1
728 890 2
167 731 2
781 921 2
245 670 1
80 455 1
499 964 1
159 254 2
669 828 2
283 305 1
875 881 1
150 744 2
209 803 2
52 966 1
580 685 2
350 651 2
457 669 1
124 891 1
377 916 1
581 582 1
93 525 1
915 985 1
594 723 2
73 90 2
567 937 2
210 444 1
531 772 1
607 648 2
210 260 1
79 681 1
356 493 2
707 721 2
140 201 2
103 745 1
265 906 1
576 821 1
504 791 2
131 732 1
584 931 1
384 507 1
859 991 2
152 889 1
94 855 1
191 665 1
134 563 2
22 981 2
394 987 1
613 697 1
245 301 1
482 666 1
675 848 2
913 931 2
524 814 1
338 346 1
113 963 1
306 563 1
298 986 1
480 507 1
568 649 1
678 899 2
137 747 2
175 557 2
735 983 2
333 968 2
347 419 1
275 829 1
414 828 2
289 599 2
182 407 1
22 418 1
559 996 2
299 682 1
588 852 1
315 669 1
590 696 1
175 250 1
123 500 1
51 301 1
94 191 1
373 619 1
66 94 1
27 502 1
698 912 1
197 561 1
37 794 2
706 971 2
650 870 2
124 548 1
145 563 2
241 558 1
357 639 2
340 665 2
343 963 1
130 905 2
338 681 1
516 981 1
47 420 2
103 538 1
215 319 2
580 711 1
567 779 1
154 473 1
342 344 2
193 528 2
93 930 1
521 671 1
372 509 2
123 124 1
614 714 1
857 927 2
620 875 2
67 335 2
224 334 2
342 482 1
318 846 2
449 850 2
608 772 2
149 686 2
299 967 1
355 393 1
431 469 2
772 862 1
246 903 2
248 620 2
644 699 2
730 835 1
201 845 2
22 589 1
778 952 2
702 872 2
519 610 1
12 218 2
143 906 2
593 740 1
26 142 1
290 602 1
114 961 1
526 822 2
643 694 2
693 778 2
118 498 1
620 810 2
198 714 2
80 129 1
47 881 2
574 728 1
19 300 2
287 501 1
484 619 1
515 984 2
493 541 1
688 845 1
15 48 2
98 472 1
186 983 1
627 983 1
643 950 1
484 880 1
703 756 1
282 996 1
731 836 2
20 986 1
163 228 2
270 472 1
493 683 2
262 543 2
511 554 1
434 770 1
846 906 2
800 922 2
218 841 2
74 774 1
137 288 1
140 870 1
141 368 1
263 978 2
205 243 1
54 145 1
359 560 2
43 459 2
359 686 2
278 629 1
404 623 2
25 738 2
363 558 2
727 872 2
666 898 2
857 972 2
730 774 1
191 638 2
258 621 2
282 745 2
544 550 1
16 534 2
154 667 2
576 854 1
592 817 2
2 866 1
640 999 1
410 877 1
118 585 1
183 467 1
687 995 2
550 715 2
31 701 1
17 786 1
742 758 2
767 853 2
490 831 1
265 333 2
281 537 1
43 267 1
157 397 2
493 700 2
389 563 1
448 966 1
537 673 1
780 910 1
610 909 1
423 516 1
450 646 2
340 689 1
458 577 2
236 960 2
228 716 2
218 978 2
46 926 2
9 601 2
79 954 1
171 405 2
256 823 1
635 778 1
282 861 1
748 785 1
14 973 1
226 397 2
117 137 1
272 870 1
846 920 1
109 765 2
247 697 1
374 691 2
891 935 2
45 295 2
294 408 1
613 958 2
43 865 2
292 582 2
510 856 1
85 962 1
81 180 2
694 955 2
245 385 2
636 764 1
6 655 1
53 753 1
897 976 1
147 841 1
57 688 1
42 819 2
138 295 2
107 970 1
608 820 1
184 973 1
261 405 1
401 655 2
275 398 2
52 104 2
364 660 2
280 946 1
327 381 2
154 938 2
222 610 2
197 214 1
586 670 1
24 769 2
83 697 2
332 840 1
811 859 2
62 840 1
686 726 1
312 696 1
193 790 2
74 712 1
281 570 1
626 968 2
187 440 1
302 307 2
375 846 2
176 649 2
710 907 1
95 531 1
525 592 1
242 369 2
207 770 2
546 759 1
937 943 1
128 384 1
186 766 1
391 945 2
181 813 1
638 741 2
20 475 1
224 307 2
772 980 2
95 440 1
569 650 1
368 970 1
209 757 2
781 947 2
732 944 1
635 681 1
222 883 1
316 881 2
675 945 1
824 894 2
159 632 2
228 716 1
617 716 2
13 987 2
505 956 1
94 758 2
66 91 2
522 604 1
62 107 1
66 877 2
135 637 1
199 653 1
167 260 1
735 906 1
524 530 2
948 970 1
548 598 2
9 434 1
311 566 2
219 798 1
700 985 2
293 484 1
260 980 2
275 576 1
51 681 2
236 878 2
380 560 1
236 671 2
14 331 2
15 239 2
310 335 1
19 622 2
541 994 1
122 695 2
238 691 1
154 870 1
663 739 2
338 472 2
151 433 1
201 588 1
73 729 2
114 368 2
645 786 2
887 899 1
243 899 2
346 357 1
55 795 1
32 963 1
168 355 1
854 898 2
349 621 2
55 822 1
58 623 1
253 880 2
321 630 2
115 272 1
157 973 1
223 608 2
556 567 1
299 794 2
115 674 2
596 655 1
16 418 1
41 99 1
346 671 1
586 751 2
189 784 1
553 734 1
407 686 2
642 707 2
208 766 1
297 764 1
50 119 2
124 334 1
362 461 1
375 902 1
176 675 2
434 870 2
18 813 2
228 818 1
121 637 1
237 556 2
349 657 2
356 584 1
119 299 1
221 554 1
177 506 1
928 961 2
290 326 2
195 734 2
517 542 2
113 773 2
504 759 2
425 483 1
187 200 2
170 734 2
88 287 2
151 767 1
627 680 2
267 834 1
96 700 2
127 723 1
8 973 1
794 886 1
736 909 1
990 995 2
35 888 1
346 425 2
326 763 2
2 300 2
135 956 1
572 726 2
768 933 2
699 727 2
182 587 2
469 941 1
190 214 2
569 691 1
293 497 1
55 703 1
31 574 1
295 309 2
15 736 1
175 629 2
50 514 1
161 508 1
190 953 1
58 170 1
460 985 1
625 626 2
236 946 2
505 693 2
91 615 1
657 741 2
509 686 1
528 689 2
117 808 1
48 687 2
92 986 1
189 361 2
136 397 2
267 355 2
618 941 2
354 734 2
16 332 2
259 679 1
253 478 1
542 715 1
155 579 1
611 800 1
174 260 1
286 353 2
653 762 2
480 665 2
177 482 2
86 192 2
4 775 2
71 137 1
722 865 2
41 481 1
507 847 1
69 162 1
288 883 2
69 420 1
292 881 2
500 855 1
80 579 1
49 660 2
109 533 2
147 424 1
290 755 2
172 680 2
363 541 1
123 461 2
908 994 1
208 749 1
232 461 1
360 476 1
471 867 2
1 41 2
274 373 1
51 872 2
190 451 2
19 475 1
595 988 2
59 916 1
257 908 1
90 473 2
82 848 1
189 592 2
284 300 2
619 730 1
864 886 1
654 906 2
739 967 1
216 753 2
821 855 2
198 434 2
507 538 1
658 670 2
366 825 1
728 846 1
226 845 1
10 787 1
575 846 2
375 438 1
66 283 1
612 767 2
134 648 1
171 700 2
13 76 2
104 535 1
300 577 1
688 697 2
153 785 2
89 459 2
643 880 1
133 168 2
469 888 1
412 620 1
42 254 2
279 365 1
125 224 2
229 687 2
213 424 2
675 981 1
269 798 1
521 527 1
181 217 2
38 368 2
493 817 1
656 861 1
110 877 1
214 777 1
183 605 2
635 999 1
384 580 1
74 862 2
326 935 1
346 373 1
45 377 1
506 695 2
708 757 1
207 357 2
489 974 2
20 309 1
683 747 2
256 452 2
131 183 1
147 153 2
436 446 1
86 525 1
640 753 1
823 835 2
355 999 2
301 902 1
102 266 1
146 180 2
749 804 2
432 745 1
24 50 2
124 806 1
310 697 2
8 688 2
769 959 2
495 728 2
230 972 2
104 256 1
298 887 2
773 993 1
188 191 2
738 987 2
216 335 1
539 602 1
157 427 1
790 925 1
250 996 2
265 790 2
121 629 2
635 838 1
531 863 1
536 846 1
252 788 2
363 663 2
622 975 2
28 787 1
451 863 2
205 247 1
23 396 1
312 550 1
69 587 1
703 983 1
666 966 1
410 913 1
379 660 1
168 947 1
71 415 1
106 343 1
398 597 1
224 567 1
346 354 2
507 532 1
50 245 2
315 356 1
331 955 2
489 533 1
121 309 2
574 613 1
198 413 1
682 887 2
156 933 2
114 405 2
77 794 2
181 948 2
125 773 2
530 747 2
65 930 2
416 560 1
13 115 1
12 641 2
473 943 2
334 514 2
26 892 2
84 423 2
369 602 2
199 420 2
214 617 2
603 669 1
418 945 1
338 416 2
13 729 2
358 726 2
84 576 1
69 488 1
293 620 1
548 712 1
210 331 2
480 611 1
642 785 1
26 710 2
119 647 2
46 53 1
571 935 2
887 925 2
124 965 2
744 879 1
259 551 1
315 856 1
632 792 1
580 744 2
193 659 1
103 859 2
212 968 1
682 762 1
481 848 2
44 281 2
347 545 1
174 917 2
126 410 2
732 824 1
667 944 2
396 435 1
196 692 1
126 496 2
115 278 1
4 38 1
115 326 1
370 387 1
710 970 1
132 592 1
894 928 1
592 610 1
398 477 2
397 651 1
299 522 2
372 856 2
84 157 1
448 752 1
810 875 1
322 433 2
485 670 1
597 964 2
622 764 2
870 921 1
314 474 2
49 594 1
129 435 1
876 948 1
174 265 1
500 625 2
234 891 2
283 316 2
559 799 1
335 614 1
519 725 1
227 794 2
329 580 2
305 835 2
180 225 2
600 745 1
73 953 2
301 723 1
887 985 1
333 874 2
946 999 2
137 618 1
226 805 2
585 631 2
510 560 2
239 686 1
868 907 2
153 971 1
266 594 1
734 746 2
931 964 2
466 930 1
10 443 2
354 609 1
321 915 1
728 769 2
785 815 1
92 472 1
193 203 2
138 642 2
45 890 2
12 286 1
558 787 2
359 781 1
370 664 1
375 799 1
38 420 2
411 695 2
394 436 1
470 717 2
748 786 1
116 982 1
114 124 2
179 887 1
624 628 2
906 981 1
451 787 2
451 583 2
575 875 2
681 948 2
25 59 1
490 495 2
141 789 2
166 234 2
431 868 1
120 504 1
278 477 2
298 645 1
615 762 1
282 286 1
4 840 1
47 444 2
310 798 2
259 403 1
275 540 2
20 512 1
414 862 2
131 842 1
425 703 2
278 817 1
793 856 2
416 550 2
689 964 1
469 589 2
522 809 1
434 480 2
67 277 2
73 500 1
473 553 2
414 519 1
235 885 2
398 493 1
174 199 2
538 606 1
536 945 2
253 581 2
565 744 1
179 841 1
190 826 1
21 386 2
269 907 1
257 600 1
1 307 1
97 284 1
760 954 2
419 684 1
76 721 2
381 971 1
40 198 2
772 884 2
149 460 2
549 555 2
158 596 1
514 898 1
132 382 2
392 754 1
230 311 2
56 790 2
150 928 2
241 288 2
833 943 2
11 94 1
593 766 2
615 756 1
131 392 2
76 307 2
494 547 2
181 961 1
453 822 1
729 994 1
186 494 2
556 733 2
466 849 2
659 923 2
522 778 2
553 810 1
397 923 2
460 520 1
28 443 2
372 728 2
33 538 1
148 408 1
711 761 2
77 113 2
130 598 1
197 243 1
303 730 1
31 969 1
759 854 1
131 509 1
358 729 2
299 719 2
925 971 1
30 426 1
528 971 2
530 611 1
67 414 1
63 519 2
50 688 2
958 996 1
351 773 2
825 881 1
747 819 2
190 547 1
414 835 2
324 670 2
163 304 1
378 762 2
285 664 2
107 804 1
382 522 1
311 491 1
760 972 1
198 298 1
405 897 2
65 761 2
533 845 2
230 780 1
136 530 1
667 772 2
142 700 2
373 509 1
687 902 2
714 731 1
423 550 1
558 751 2
573 996 1
291 483 2
516 711 1
178 590 1
721 794 1
396 438 2
294 951 1
596 801 2
88 662 2
389 516 1
595 955 2
156 664 2
813 991 1
291 632 2
304 325 1
544 981 2
84 413 2
257 730 1
313 935 1
95 530 2
94 373 2
17 112 1
156 841 1
481 860 1
766 913 2
677 713 2
138 588 1
552 734 1
249 861 2
609 667 2
26 487 2
34 154 2
168 381 2
602 672 1
512 798 1
101 937 2
547 788 2
252 831 2
32 805 1
443 773 2
353 977 2
187 598 2
529 693 1
434 954 1
226 283 1
66 876 2
64 487 1
763 872 2
200 926 1
673 848 2
174 673 2
92 397 1
41 799 2
2 173 1
105 372 1
182 883 1
17 801 2
606 944 1
639 976 1
302 664 1
328 598 2
103 199 2
778 829 1
744 913 2
115 358 2
29 642 1
205 795 2
374 717 2
784 802 2
351 608 1
60 145 1
60 671 2
262 987 2
203 549 1
543 802 1
767 901 1
290 503 2
884 921 2
540 635 1
254 525 2
161 290 1
37 404 2
609 950 1
149 470 1
575 791 1
232 390 2
78 898 2
628 908 1
209 343 1
46 176 2
3 651 1
343 906 2
33 392 1
209 932 2
95 149 2
66 923 2
393 946 2
635 679 2
423 982 2
658 873 1
243 358 2
240 795 2
152 447 1
452 559 1
648 880 1
581 927 1
210 257 1
60 801 1
577 968 2
200 239 1
229 267 2
455 875 2
16 720 1
705 983 2
576 952 1
658 999 1
589 698 1
178 209 2
98 155 2
717 967 2
826 885 1
361 433 1
69 447 2
786 803 2
361 991 1
176 300 2
652 750 1
527 820 2
801 906 2
614 675 1
4 411 2
528 807 1
259 938 2
195 206 1
206 321 2
295 619 2
24 154 1
121 455 1
703 802 2
60 143 2
340 701 2
481 668 2
100 875 2
50 171 2
677 865 2
418 916 2
317 483 1
200 710 2
90 369 1
725 854 2
166 469 2
773 827 2
190 442 1
309 476 1
78 629 2
842 975 1
493 994 1
641 779 1
224 421 2
336 705 1
444 733 2
377 474 1
196 530 2
92 641 1
195 355 2
52 75 1
600 825 2
508 893 2
224 290 2
360 828 2
331 591 2
594 789 2
805 897 2
525 570 2
270 740 1
606 966 1
417 872 2
386 752 2
176 791 1
170 714 2
49 745 1
372 678 2
399 785 2
241 770 1
3 40 1
443 834 2
688 787 1
487 679 2
274 562 1
529 995 1
17 333 1
478 548 1
816 901 2
486 552 1
147 469 2
292 831 2
532 895 1
757 895 2
84 293 2
467 490 1
241 397 1
186 673 1
941 942 1
379 963 2
43 774 1
590 822 1
84 573 1
280 534 1
88 620 1
74 278 2
18 888 2
452 512 1
81 253 2
120 499 2
230 266 1
142 753 2
802 863 1
118 951 2
624 879 1
205 847 1
284 517 2
520 748 1
38 259 2
421 437 2
638 767 2
430 1000 2
943 944 1
106 744 2
577 970 2
119 578 1
235 323 2
589 773 2
58 595 1
115 524 2
601 619 1
30 634 2
39 129 2
264 531 2
347 952 2
547 812 2
564 718 1
173 700 1
51 764 1
249 265 2
172 977 1
59 323 1
221 310 2
450 464 2
800 910 1
77 165 2
472 503 1
621 820 1
198 305 1
537 611 1
368 792 2
203 609 2
466 564 2
317 343 2
151 190 2
115 844 2
11 255 2
611 845 1
473 604 1
367 909 1
276 610 1
212 345 1
20 579 1
440 970 2
509 762 2
405 968 1
727 892 2
135 956 2
87 963 1
524 607 1
88 211 1
350 493 1
141 850 1
284 929 2
504 749 2
255 705 2
152 822 1
209 574 1
25 318 2
414 561 1
185 885 2
96 155 2
126 872 1
702 770 2
75 155 1
37 755 1
495 657 1
479 512 1
786 908 2
39 941 2
234 551 2
165 588 2
295 344 1
632 985 2
24 222 1
368 753 2
484 575 2
42 577 2
933 962 1
353 481 2
131 668 1
43 57 2
609 987 2
477 963 1
199 352 2
773 910 1
930 953 1
573 937 1
54 950 1
48 415 1
531 661 2
517 794 1
773 787 1
198 588 1
469 540 2
35 714 1
604 832 2
663 937 1
373 414 2
606 827 2
635 906 2
27 166 1
387 629 1
337 988 2
307 558 1
221 833 2
184 298 2
195 862 2
758 826 2
419 595 2
21 844 2
222 946 1
578 594 2
287 688 2
322 614 1
429 612 2
243 763 1
419 787 2
231 787 2
415 533 1
528 824 1
195 380 1
580 831 2
434 851 1
228 742 2
681 745 2
8 239 2
655 950 1
389 640 1
166 892 2
645 861 2
392 962 2
132 507 1
285 593 2
135 365 1
200 488 1
781 854 1
107 457 1
29 411 1
814 875 1
330 385 2
140 719 2
585 664 1
136 205 1
677 925 2
36 154 1
648 864 2
87 211 1
2 723 1
605 921 1
131 262 1
422 476 2
48 165 1
192 454 2
155 698 2
660 765 2
271 387 2
300 484 2
83 799 2
330 611 2
609 821 2
98 862 1
104 620 2
520 525 1
343 883 2
270 855 1
418 763 1
643 910 2
706 815 1
379 907 1
508 809 2
446 767 2
372 824 1
430 554 1
588 950 1
115 994 2
121 262 2
10 62 2
530 778 2
246 677 2
2 597 1
632 920 1
340 734 1
434 939 1
389 783 1
424 666 1
591 796 1
551 915 1
104 749 2
738 936 2
2 212 2
82 888 1
859 887 2
355 605 2
274 897 2
198 803 2
415 624 2
202 432 1
51 410 2
695 988 1
171 912 1
672 780 1
315 653 2
614 625 1
307 792 2
57 940 2
151 413 1
438 934 2
24 151 2
157 229 1
455 900 1
737 918 1
31 359 2
193 217 1
580 679 2
393 469 1
602 931 2
351 525 2
2 275 1
278 593 1
82 250 2
500 580 2
920 934 1
412 453 2
198 836 2
93 935 2
771 907 2
312 668 1
371 945 2
3 797 2
606 948 2
494 819 1
364 396 1
505 702 1
31 226 2
914 921 1
217 691 2
57 70 2
345 935 2
384 895 1
714 886 1
645 705 1
98 718 1
348 815 2
545 560 1
255 548 2
493 639 2
597 984 2
759 957 2
414 486 1
112 613 2
471 660 2
9 100 2
475 751 1
262 741 2
150 525 2
724 869 1
95 187 2
823 955 2
690 780 1
236 632 1
228 675 2
64 844 2
11 716 2
432 570 1
577 730 1
489 636 1
219 675 2
666 907 1
645 720 1
382 510 1
411 537 2
110 535 1
358 744 2
311 903 1
41 592 1
554 583 2
493 947 1
378 428 2
444 703 2
192 819 2
501 928 2
841 967 1
628 692 2
451 944 1
170 829 1
234 697 2
196 273 1
265 622 1
157 876 1
552 910 2
327 770 1
427 577 2
467 800 1
355 428 1
591 677 1
556 973 2
539 584 2
535 717 1
24 780 2
703 956 1
215 558 1
326 438 1
628 881 2
234 748 1
119 255 1
246 855 2
44 57 2
206 680 2
396 578 2
187 581 2
477 695 2
194 674 1
196 328 1
20 734 1
776 806 1
342 489 2
186 351 2
102 671 2
702 747 2
723 866 1
301 947 2
1 190 1
60 147 1
760 837 2
235 258 1
482 857 1
471 779 2
65 835 2
444 884 1
60 563 2
155 335 2
11 870 1
121 311 2
317 877 1
689 983 1
142 711 1
308 423 2
48 636 1
546 977 1
118 844 1
53 386 2
257 958 2
368 771 1
226 963 1
332 996 2
643 856 1
131 722 1
577 971 1
235 560 1
818 890 2
99 194 1
755 948 1
467 606 1
544 582 1
673 994 2
396 774 2
325 741 2
88 667 1
548 898 1
476 818 2
104 778 2
619 809 1
26 855 1
203 424 1
422 877 2
431 510 2
191 442 1
30 717 1
369 498 2
535 870 2
504 883 2
13 913 2
353 452 1
269 348 1
481 846 1
831 976 1
134 225 1
79 851 1
795 945 1
379 985 2
185 443 1
208 499 2
101 776 2
129 702 2
42 723 1
754 877 2
743 781 1
551 648 2
241 727 2
476 611 2
401 675 1
232 825 1
496 820 2
8 122 1
548 948 2
256 382 2
675 909 2
730 949 2
444 622 1
408 687 1
753 872 2
701 767 2
27 145 2
612 930 1
604 748 2
553 614 1
319 740 1
270 937 1
125 140 2
489 943 2
61 349 2
427 724 1
63 825 2
742 841 2
283 299 2
103 526 1
477 561 1
357 670 2
87 746 2
420 569 2
990 999 1
131 738 2
81 882 1
294 488 1
98 195 2
161 613 2
281 287 2
34 458 1
647 880 1
117 884 2
634 938 1
794 991 1
271 670 2
446 784 2
308 408 2
399 478 1
141 909 1
77 165 1
699 956 2
99 325 2
438 880 2
198 529 1
103 385 1
137 907 2
458 667 1
160 721 1
335 836 1
562 758 2
10 928 2
144 629 1
359 826 1
302 585 1
417 442 2
485 982 2
237 999 1
241 562 1
142 532 1
360 547 2
255 402 2
306 363 1
124 768 2
18 360 2
471 590 1
751 817 2
248 996 2
446 841 1
15 294 2
505 593 1
622 950 1
402 871 1
460 617 2
190 438 1
274 617 1
89 640 1
59 875 1
160 416 1
363 488 2
172 682 1
107 206 1
317 509 1
275 700 2
172 788 2
178 626 2
345 862 1
138 853 1
259 303 1
124 652 1
594 689 2
261 714 1
370 520 1
12 354 1
198 296 1
511 598 2
148 936 1
97 646 2
391 830 1
286 873 2
73 550 2
247 333 1
162 920 1
132 221 2
603 609 1
802 921 2
267 903 1
122 859 1
720 735 1
219 519 1
859 870 2
620 776 1
434 998 2
533 537 2
179 893 2
173 750 2
580 883 2
41 863 1
451 867 1
267 559 1
177 728 1
404 551 2
113 908 2
444 977 1
295 714 2
44 310 2
246 788 1
635 729 2
123 695 1
114 909 2
172 864 2
151 865 2
171 555 1
607 703 2
257 591 1
61 217 2
272 355 1
442 709 1
280 645 1
11 458 2
143 266 2
296 698 1
653 935 2
324 483 1
457 967 2
582 820 2
236 337 2
263 290 2
184 371 2
30 250 2
107 239 1
317 721 2
474 516 1
56 114 1
201 249 1
464 984 1
422 563 2
171 905 2
212 739 1
188 411 1
